,manufacturer,transmission,fuel_type,cylinders,wheels,msrp,style,model,year,horsepower,doors,market_category,size,highwaympg,citympg,popularity
390,10,2,7,8,2,40370,8,121,3,317,4,5,2,17,12,2009
391,11,2,7,5,1,34800,11,105,3,250,4,9,3,29,20,870
392,11,2,7,5,1,38600,12,135,4,250,4,1,3,26,19,870
393,3,2,1,6,4,57100,11,16,3,255,4,2,2,38,26,3916
394,3,2,5,6,4,57300,5,11,5,320,2,9,3,29,21,3916
395,8,2,6,12,4,217550,5,111,4,621,2,4,1,21,14,617
396,7,4,7,4,3,18945,2,6,3,155,4,7,1,40,29,586
397,7,2,7,4,3,19960,3,46,4,146,4,1,1,35,29,586
398,8,2,6,8,4,94400,11,100,3,449,4,9,2,26,17,617
399,4,2,7,6,1,37755,11,9,4,292,4,6,2,27,18,1013
400,10,2,7,6,2,25710,3,137,3,261,4,6,3,20,15,2009
401,5,4,5,4,3,24495,5,18,4,101,2,6,1,40,31,819
402,10,2,7,4,3,28570,11,37,5,179,4,6,3,39,27,2009
403,11,2,7,4,3,36150,12,123,5,240,4,9,3,36,25,870
404,10,2,7,4,3,17380,11,117,3,130,4,6,3,39,30,2009
405,8,2,6,8,1,58800,3,69,1,402,4,1,3,20,14,617
406,3,2,6,6,1,81000,11,24,3,315,4,9,2,28,19,3916
407,10,2,7,4,1,26130,3,98,4,170,4,1,3,32,25,2009
408,10,2,7,8,2,36990,8,121,3,317,4,5,2,17,12,2009
409,2,1,5,4,1,43200,11,26,5,252,4,9,3,31,24,3105
410,10,2,7,4,3,22560,11,37,3,182,4,6,3,38,27,2009
411,8,2,6,4,1,49900,3,58,5,375,4,1,1,28,22,617
412,11,2,7,6,1,47050,3,134,3,300,4,1,3,24,17,870
413,3,2,6,8,1,92600,11,23,3,445,4,9,2,24,16,3916
414,10,1,5,6,1,149990,7,64,3,600,2,4,3,23,16,2009
415,3,2,6,6,1,57900,11,16,3,302,4,9,2,29,20,3916
416,10,2,5,6,3,37090,11,78,5,300,4,8,3,30,21,2009
417,4,2,4,4,3,22490,11,5,5,184,4,5,3,36,23,1013
418,7,4,7,4,3,24195,11,21,5,184,4,6,3,34,24,586
419,2,1,5,4,3,32450,11,25,3,170,4,9,1,33,23,3105
420,2,1,1,4,3,36700,11,25,4,150,4,2,1,43,31,3105
421,10,2,7,4,3,22500,11,37,5,179,4,6,3,39,27,2009
422,2,1,5,4,1,37450,11,25,5,220,4,9,1,35,26,3105
423,8,2,6,6,4,48300,3,69,3,302,4,1,3,24,18,617
424,3,2,6,6,4,85100,5,22,5,315,2,9,3,29,20,3916
425,11,2,7,6,1,40950,12,135,2,300,4,1,3,24,17,870
426,4,2,7,6,3,42495,10,89,5,287,4,10,3,28,18,1013
427,10,2,6,6,4,39270,7,10,5,332,2,8,1,26,19,2009
428,10,2,5,4,3,25240,2,65,5,188,4,1,1,32,28,2009
429,3,1,6,8,4,117500,11,76,5,560,4,4,2,20,14,3916
430,10,4,7,6,2,26670,3,137,3,261,4,6,3,20,15,2009
431,10,2,7,8,2,46500,3,38,3,317,4,6,2,18,12,2009
432,10,4,6,6,4,29990,7,10,3,332,2,8,1,26,18,2009
433,7,4,7,4,3,21795,3,47,4,155,4,1,3,35,26,586
434,3,2,6,8,1,122500,11,32,5,600,4,4,2,24,15,3916
435,3,2,6,6,1,87800,5,22,4,315,2,9,3,29,20,3916
436,9,2,7,3,3,16995,11,83,5,78,4,6,1,42,35,436
437,8,2,6,8,2,115400,3,56,3,382,4,9,3,15,12,617
438,10,2,7,4,3,17780,11,117,3,130,4,6,3,40,30,2009
439,8,2,6,6,4,65990,11,45,3,329,4,9,3,30,20,617
440,3,4,6,4,4,41850,7,11,4,240,2,9,3,34,22,3916
441,10,2,7,6,3,36210,3,90,3,260,4,1,2,27,20,2009
442,9,2,7,4,3,18795,11,66,5,148,4,6,1,34,27,436
443,3,2,6,6,4,60900,2,17,5,300,4,7,2,27,19,3916
444,5,4,5,4,3,20400,1,18,3,101,2,7,1,40,31,819
445,9,2,7,4,3,23195,3,87,3,166,4,1,3,31,25,436
446,2,2,1,6,1,85200,11,31,4,240,4,2,2,36,24,3105
447,11,2,7,4,3,48375,11,109,4,240,4,9,3,37,25,870
448,2,1,1,4,3,35150,11,25,3,150,4,2,1,43,31,3105
449,11,2,7,5,1,47175,12,135,4,250,4,1,3,26,19,870
450,2,4,6,4,1,38500,11,26,3,220,4,9,3,32,22,3105
451,2,1,5,4,1,39600,5,25,4,220,2,9,1,32,23,3105
452,2,2,6,6,1,48300,3,93,3,280,4,1,2,22,16,3105
453,10,2,7,4,3,16890,11,125,3,109,4,6,1,40,31,2009
454,3,2,6,6,1,45500,3,128,3,300,4,1,3,26,19,3916
455,8,1,6,4,3,31500,11,44,3,208,4,9,3,38,26,617
456,9,2,7,4,3,20995,3,88,5,148,4,1,1,30,24,436
457,2,1,5,4,1,39400,11,26,5,252,4,9,3,31,24,3105
458,5,2,5,4,3,23695,12,19,5,160,4,6,1,30,22,819
459,7,2,5,4,4,28650,5,77,2,158,2,10,1,28,21,586
460,2,2,6,12,1,137900,11,31,4,500,4,9,2,22,14,3105
461,8,2,6,6,4,52300,11,52,3,302,4,9,3,29,20,617
462,8,2,6,4,4,47950,5,112,5,241,2,9,1,32,25,617
463,2,2,6,8,1,114900,11,108,4,520,4,4,2,25,16,3105
464,9,4,7,4,3,20595,11,66,3,168,4,6,1,31,22,436
465,10,2,7,6,4,25670,3,137,3,261,4,6,3,22,16,2009
466,10,2,5,4,3,22300,2,65,3,188,4,1,1,32,28,2009
467,10,2,7,8,4,34780,8,121,5,390,4,6,2,21,15,2009
468,10,2,7,4,3,28570,11,37,4,182,4,6,3,39,27,2009
469,8,2,6,12,4,166900,11,100,3,523,4,9,2,21,12,617
470,3,2,6,8,1,92000,7,22,5,445,2,9,3,24,16,3916
471,8,2,6,12,4,226900,11,100,5,621,4,4,2,22,13,617
472,7,4,7,4,3,18545,2,6,4,155,4,7,1,40,29,586
473,2,2,5,4,1,52100,11,29,4,252,4,9,3,32,22,3105
474,3,2,6,4,1,35150,11,7,4,180,4,9,3,35,23,3916
475,7,2,7,4,3,24990,3,46,4,146,4,1,1,35,29,586
476,11,2,7,5,1,43050,12,135,4,250,4,1,3,26,19,870
477,3,4,6,6,4,37200,5,1,1,230,2,9,1,27,18,3916
478,10,2,7,6,3,29780,3,90,3,260,4,1,2,27,20,2009
479,11,2,7,4,3,39450,11,105,4,302,4,9,3,33,23,870
480,2,1,5,4,1,40350,7,118,3,211,2,9,1,31,22,3105
481,3,2,6,6,4,79800,11,23,5,315,4,9,2,29,20,3916
482,7,2,7,4,3,30695,11,21,5,184,4,6,3,35,26,586
483,9,2,7,4,1,25995,3,87,4,166,4,1,3,29,24,436
484,3,4,6,6,4,48250,5,1,1,320,2,9,1,25,18,3916
485,2,2,6,6,1,60800,3,116,4,354,4,1,3,24,17,3105
486,2,2,5,4,1,50450,11,29,3,220,4,9,3,29,20,3105
487,9,2,7,4,3,25495,3,87,5,166,4,1,3,30,25,436
488,3,2,6,6,1,86600,5,22,3,315,2,9,3,29,20,3916
489,10,2,7,6,2,43300,3,90,4,260,4,1,2,26,19,2009
490,9,2,7,4,3,23495,3,87,5,166,4,1,3,30,25,436
491,2,1,1,4,3,41050,11,25,3,150,4,2,1,43,31,3105
492,11,2,7,4,1,46050,12,123,4,302,4,9,3,31,22,870
493,7,2,7,4,3,24795,11,6,4,184,4,10,1,39,28,586
494,7,2,7,4,3,21795,2,6,4,155,4,7,1,40,30,586
495,10,2,7,4,3,20720,11,117,3,130,4,6,3,39,30,2009
496,9,2,7,4,1,26195,3,87,3,166,4,1,3,29,24,436
497,2,2,6,6,1,53500,3,92,4,272,4,1,3,26,18,3105
498,2,1,6,6,1,55700,11,102,3,333,4,4,3,28,18,3105
499,2,2,1,6,1,65400,3,93,3,240,4,1,2,28,19,3105
500,10,2,7,8,4,32060,8,121,3,317,4,5,2,18,13,2009
501,3,2,6,8,4,96200,5,22,4,445,2,9,3,25,17,3916
502,10,2,7,8,2,34640,9,121,2,317,4,5,2,17,12,2009
503,8,2,6,8,1,144700,11,100,5,577,4,4,2,23,15,617
504,4,2,4,6,3,40295,10,122,3,283,4,5,3,25,17,1013
505,10,2,7,4,1,24140,3,98,3,170,4,1,3,32,25,2009
506,3,2,6,6,4,61400,11,35,2,335,4,9,2,30,23,3916
507,2,1,5,4,3,41100,11,26,5,252,4,9,3,33,25,3105
508,2,1,6,8,1,75500,11,104,3,420,4,4,3,27,17,3105
509,2,1,6,6,1,61100,5,103,5,333,2,4,3,26,18,3105
510,10,4,7,6,2,25850,3,137,1,261,4,6,3,20,16,2009
511,10,2,7,8,4,46380,8,121,5,390,4,6,2,21,15,2009
512,9,4,7,4,3,22495,11,66,4,168,4,6,1,31,22,436
513,2,1,6,6,1,54100,7,103,5,333,2,4,3,28,18,3105
514,10,2,6,6,4,43290,7,10,4,350,2,4,1,26,19,2009
515,8,2,6,8,4,151350,5,111,5,577,2,4,1,25,16,617
516,10,2,7,6,2,27650,8,55,5,261,4,6,1,21,15,2009
517,11,2,7,4,3,33950,11,105,3,240,4,9,3,37,25,870
518,3,2,6,8,1,137000,11,33,5,600,4,4,2,24,16,3916
519,10,2,7,4,3,19000,12,51,2,122,4,6,1,31,27,2009
520,9,2,7,4,3,21295,3,88,4,168,4,1,1,28,23,436
521,8,2,6,6,1,59900,12,52,4,302,4,9,3,27,20,617
522,10,2,7,4,1,21500,3,99,2,170,4,1,3,27,22,2009
523,7,2,7,4,3,22370,10,15,3,157,4,6,1,28,21,586
524,9,2,7,4,1,22095,11,66,5,168,4,6,1,30,23,436
525,3,2,5,4,1,35450,11,7,5,180,4,9,3,34,23,3916
526,10,2,7,4,4,23230,9,55,4,152,4,6,1,23,17,2009
527,3,4,6,6,4,43550,7,1,1,320,2,9,1,28,20,3916
528,2,4,6,6,1,48100,11,102,2,333,4,4,3,26,17,3105
529,4,2,7,6,3,28595,10,89,5,287,4,6,3,28,18,1013
530,10,2,7,6,4,25510,8,55,3,261,4,6,1,22,16,2009
531,11,2,5,4,3,51250,3,136,4,250,4,1,2,26,22,870
532,3,1,6,6,4,56950,5,138,3,300,2,9,1,24,17,3916
533,7,2,5,4,4,27505,5,77,2,158,2,10,1,28,21,586
534,10,2,7,4,3,25240,3,98,5,170,4,1,3,33,26,2009
535,7,4,7,4,3,25045,11,6,3,184,4,10,1,37,25,586
536,2,1,6,8,1,82500,11,107,3,420,4,4,2,27,17,3105
537,3,2,6,6,4,50750,5,4,4,320,2,4,1,30,20,3916
538,2,2,6,6,1,53300,3,116,4,354,4,1,3,24,17,3105
539,5,2,7,4,1,27035,3,20,5,180,4,1,1,29,21,819
540,7,2,7,4,3,24895,11,6,3,184,4,10,1,39,28,586
541,10,2,7,4,3,42180,3,84,4,250,4,1,3,31,28,2009
542,10,2,7,6,2,30490,3,137,1,261,4,6,3,20,15,2009
543,3,2,5,6,1,50500,7,11,5,320,2,9,3,31,21,3916
544,11,2,7,6,3,42700,3,136,2,240,4,1,3,25,16,870
545,10,4,7,4,3,16760,12,51,1,122,4,6,1,30,25,2009
546,11,2,7,4,3,40800,11,105,5,240,4,9,3,36,25,870
547,5,2,7,4,3,25135,3,20,4,180,4,1,1,31,22,819
548,10,2,6,6,4,41820,5,10,3,332,2,8,1,25,18,2009
549,10,2,7,6,2,34340,8,55,4,261,4,6,1,21,15,2009
550,2,2,5,4,3,34500,3,91,5,200,4,1,1,28,20,3105
551,10,2,7,6,2,32890,8,55,4,261,4,6,1,21,15,2009
552,3,2,6,4,1,41850,2,8,3,240,4,7,3,33,22,3916
553,3,2,6,4,1,41850,2,8,3,240,4,7,3,33,22,3916
554,11,2,7,4,1,47750,3,134,4,302,4,1,3,28,20,870
555,5,2,7,4,1,29235,3,20,4,180,4,1,1,30,21,819
556,11,2,7,6,3,39900,11,109,2,240,4,9,3,29,20,870
557,10,2,7,6,3,27390,11,37,4,270,4,10,3,32,22,2009
558,8,1,6,4,3,32500,3,58,4,208,4,1,1,35,25,617
559,11,4,7,5,3,25500,1,41,1,227,2,7,1,29,21,870
560,2,1,6,8,1,137500,5,95,2,430,2,9,1,23,14,3105
561,2,2,5,4,1,35800,3,91,4,200,4,1,1,28,20,3105
562,9,4,6,4,1,34995,11,67,2,291,4,4,1,23,17,436
563,8,2,1,4,1,55150,11,52,4,195,4,2,3,38,27,617
564,4,2,4,6,3,35845,10,122,4,283,4,5,3,25,17,1013
565,11,2,7,4,3,33950,11,105,5,240,4,9,3,36,25,870
566,10,2,7,6,3,39180,3,84,4,260,4,1,3,28,21,2009
567,10,2,7,6,3,29970,10,94,2,260,4,6,1,25,19,2009
568,11,2,5,4,1,55600,3,136,5,316,4,1,2,25,20,870
569,10,2,7,6,2,27320,9,55,5,261,4,6,1,21,15,2009
570,7,4,7,4,3,20745,2,6,4,155,4,7,1,40,29,586
571,2,2,6,6,1,53200,3,92,5,272,4,1,3,26,18,3105
572,10,4,6,6,4,33570,7,10,3,332,2,8,1,26,18,2009
573,10,2,7,6,3,36410,3,90,4,260,4,1,2,27,20,2009
574,2,2,1,6,1,57700,3,92,4,240,4,1,3,31,24,3105
575,7,2,5,4,4,26395,5,77,4,155,2,10,1,36,27,586
576,10,2,7,6,3,34060,10,94,3,260,4,6,1,27,20,2009
577,3,2,6,8,1,135200,11,33,2,540,4,4,2,24,16,3916
578,2,1,5,4,1,46400,5,118,4,220,2,9,1,30,23,3105
579,9,4,7,4,3,17595,11,66,4,148,4,6,1,34,24,436
580,3,4,6,6,4,65700,7,72,4,425,2,4,3,26,17,3916
581,9,2,7,4,3,24195,3,87,3,166,4,1,3,31,25,436
582,8,2,6,6,1,56700,7,52,4,329,2,9,3,28,20,617
583,10,2,6,4,1,30020,2,65,4,215,4,1,1,29,25,2009
584,10,2,7,6,4,26470,8,55,5,261,4,6,1,23,16,2009
585,7,2,7,6,1,31575,3,48,3,273,4,1,2,22,16,586
586,10,2,7,6,4,25680,8,55,4,261,4,6,1,22,16,2009
587,10,2,5,6,1,44540,6,85,1,265,2,1,3,22,17,2009
588,3,2,6,6,4,84800,5,22,4,315,2,9,3,31,20,3916
589,9,2,7,4,1,20295,11,66,5,168,4,6,1,30,23,436
590,2,4,6,8,1,115900,7,95,3,430,2,9,1,20,11,3105
591,8,2,6,8,2,137100,3,56,3,536,4,4,3,14,12,617
592,10,2,7,6,4,24620,9,55,5,261,4,6,1,23,16,2009
593,10,2,6,6,4,49400,5,10,4,332,2,8,1,25,18,2009
594,2,2,6,4,1,43800,7,28,4,220,2,9,3,31,22,3105
595,10,2,7,4,1,41730,3,84,4,250,4,1,3,30,26,2009
596,10,2,7,8,2,34910,8,121,3,317,4,5,2,17,12,2009
597,10,2,5,6,3,36990,11,78,4,300,4,8,3,30,22,2009
598,10,2,7,4,1,26590,3,98,5,170,4,1,3,32,25,2009
599,7,2,7,4,1,29220,3,47,3,184,4,1,3,30,24,586
600,7,2,7,4,3,35970,3,48,4,227,4,1,2,28,22,586
601,2,1,5,4,3,46550,5,25,5,186,2,9,1,34,25,3105
602,8,2,6,6,4,56225,5,113,2,302,2,9,1,29,21,617
603,2,1,5,4,3,29900,11,25,3,170,4,9,1,33,23,3105
604,2,2,5,4,1,36600,3,91,5,200,4,1,1,28,20,3105
605,3,2,6,6,1,48250,7,11,3,300,2,9,3,30,20,3916
606,8,2,6,8,1,99950,3,60,4,550,4,1,3,17,13,617
607,7,2,7,4,3,28220,3,47,4,184,4,1,3,33,26,586
608,10,2,7,4,3,28150,11,37,3,182,4,6,3,38,27,2009
609,10,2,7,6,2,36410,8,55,5,261,4,6,1,21,15,2009
610,4,2,7,6,4,36090,11,9,4,300,4,10,2,31,19,1013
611,3,2,6,6,4,55850,11,16,4,302,4,9,2,31,20,3916
612,2,2,6,6,1,54800,3,93,5,333,4,1,2,25,19,3105
613,2,1,6,8,1,77900,5,96,2,450,2,4,3,22,16,3105
614,11,2,7,4,3,40950,3,134,5,240,4,1,3,30,23,870
615,11,2,7,6,1,45100,11,109,3,300,4,9,3,28,19,870
616,8,2,6,8,1,124100,3,63,5,577,4,1,2,17,13,617
617,10,2,7,4,3,21760,4,86,4,131,4,6,1,26,24,2009
618,4,2,7,6,4,32340,11,9,5,292,4,6,2,30,19,1013
619,7,2,7,4,1,26240,3,46,5,146,4,1,1,32,27,586
620,8,2,6,8,4,108050,5,111,4,449,2,9,1,24,17,617
621,7,2,7,4,3,24670,10,15,2,157,4,6,1,28,22,586
622,4,2,4,4,3,27570,11,5,4,184,4,5,3,36,23,1013
623,11,2,5,4,1,56250,11,110,5,316,4,9,2,31,22,870
624,10,2,7,6,4,25350,8,55,3,261,4,6,1,22,16,2009
625,8,2,6,4,4,52150,11,52,5,241,4,9,3,30,22,617
626,8,2,6,6,4,59200,5,113,4,302,2,9,1,29,21,617
627,8,2,6,4,4,39850,11,40,5,241,4,9,3,34,24,617
628,3,2,5,4,1,43950,11,12,5,248,4,9,3,33,23,3916
629,3,2,5,4,4,33150,7,4,5,248,2,9,1,35,24,3916
630,8,2,1,4,1,55150,11,52,4,195,4,2,3,38,27,617
631,5,2,5,4,3,22995,12,19,5,160,4,6,1,30,22,819
632,9,2,7,3,3,13995,2,82,2,74,4,7,1,44,37,436
633,3,2,6,6,1,58150,11,16,4,302,4,9,2,29,20,3916
634,8,2,6,8,1,98650,11,100,4,449,4,9,2,26,16,617
635,3,2,1,4,1,42250,11,7,5,180,4,2,3,40,30,3916
636,8,2,6,8,1,75700,11,45,3,402,4,9,3,24,17,617
637,3,2,6,4,1,45250,3,129,4,240,4,1,3,28,20,3916
638,3,2,1,4,1,42000,3,128,3,180,4,1,3,34,27,3916
639,5,4,5,4,3,17900,1,18,4,101,2,7,1,40,31,819
640,8,2,6,6,4,37480,3,62,2,302,4,1,3,25,19,617
641,10,2,6,6,4,49400,5,10,3,332,2,8,1,25,18,2009
642,3,2,1,4,1,44150,12,7,4,180,4,2,3,40,30,3916
643,3,2,6,4,4,40300,11,12,3,240,4,9,3,34,23,3916
644,7,2,7,4,3,20145,2,6,5,155,4,7,1,37,28,586
645,7,2,7,4,1,26240,3,46,4,146,4,1,1,32,27,586
646,3,2,6,8,1,75300,3,132,4,445,4,1,3,21,15,3916
647,9,4,7,3,3,14195,2,82,2,74,4,7,1,42,34,436
648,7,4,7,4,3,19095,2,6,5,155,4,7,1,37,27,586
649,10,2,7,4,3,14130,11,125,5,109,4,6,1,39,31,2009
650,11,2,7,5,1,38100,3,134,4,250,4,1,3,26,19,870
651,2,2,6,6,1,68800,11,30,5,333,4,9,2,29,21,3105
652,7,2,5,4,4,30550,5,77,3,158,2,10,1,28,21,586
653,8,2,6,6,4,53100,11,52,4,302,4,9,3,29,20,617
654,10,2,7,4,3,17960,2,126,3,109,4,7,1,40,31,2009
655,11,2,7,4,3,44150,3,134,4,240,4,1,3,31,23,870
656,8,2,6,8,1,101690,3,60,5,550,4,1,3,17,13,617
657,3,2,6,6,4,74000,11,24,3,315,4,9,2,29,19,3916
658,2,1,5,4,1,43350,5,118,3,211,2,9,1,31,22,3105
659,4,2,4,4,3,21995,11,5,4,184,4,5,3,36,23,1013
660,10,2,7,6,3,30540,10,94,4,260,4,6,1,27,20,2009
661,10,2,7,8,2,43860,8,121,3,317,4,5,2,17,12,2009
662,4,2,4,6,3,34465,10,122,2,283,4,5,3,25,17,1013
663,10,2,6,6,4,46570,5,10,4,332,2,8,1,25,18,2009
664,8,2,6,8,4,106700,5,111,3,429,2,9,1,24,17,617
665,3,2,6,6,1,82800,11,23,5,315,4,9,2,28,19,3916
666,10,2,7,8,4,37670,8,121,5,390,4,6,2,21,15,2009
667,11,2,7,6,1,43950,11,109,2,300,4,9,3,25,18,870
668,8,2,6,8,2,119900,3,56,4,416,4,9,3,14,13,617
669,8,2,5,4,4,39150,3,59,5,241,4,1,3,28,22,617
670,8,2,6,8,4,153000,7,43,1,536,2,4,2,22,15,617
671,4,2,4,4,3,27795,11,5,5,184,4,5,3,36,23,1013
672,7,4,7,4,3,24745,11,6,4,184,4,10,1,37,25,586
673,5,4,5,4,3,21490,5,18,5,160,2,4,1,33,28,819
674,10,2,7,6,3,26580,10,94,4,260,4,6,1,27,20,2009
675,7,2,7,4,3,21145,2,6,3,155,4,7,1,40,30,586
676,2,1,6,10,1,199600,5,95,3,550,2,9,1,22,13,3105
677,3,2,6,4,1,52500,11,16,4,240,4,9,2,34,22,3916
678,11,2,7,5,1,37250,12,123,3,250,4,9,3,29,20,870
679,3,2,6,6,1,62900,3,132,4,300,4,1,3,24,18,3916
680,10,4,6,4,3,28020,2,65,5,215,4,1,1,31,26,2009
681,8,2,6,8,1,110650,3,61,5,577,4,1,3,18,14,617
682,9,2,7,3,3,15395,2,82,3,74,4,7,1,44,37,436
683,10,4,7,4,3,11990,11,125,3,109,4,6,1,36,27,2009
684,6,1,6,8,4,233509,7,13,1,562,2,3,1,17,13,2774
685,2,4,6,6,1,59350,7,103,4,333,2,4,3,26,17,3105
686,3,1,6,8,4,113400,7,75,4,552,2,4,3,20,14,3916
687,8,2,6,6,4,47790,3,69,2,302,4,1,3,24,18,617
688,9,2,5,6,1,30995,3,87,4,224,4,1,3,27,20,436
689,2,1,5,4,3,40150,11,25,5,186,4,9,1,35,26,3105
690,10,2,5,4,1,24150,2,65,4,188,4,1,1,31,26,2009
691,2,1,5,4,1,43550,5,25,5,220,2,9,1,34,25,3105
692,10,2,7,6,4,24850,3,137,1,261,4,6,3,22,16,2009
693,2,1,5,4,1,35750,11,25,3,220,4,9,1,33,24,3105
694,10,2,7,6,2,24990,3,137,1,261,4,6,3,20,15,2009
695,2,1,6,10,1,175100,5,95,3,525,2,9,1,22,13,3105
696,10,2,7,4,3,24470,11,37,4,182,4,6,3,37,27,2009
697,5,4,5,4,3,20395,5,18,4,101,2,6,1,40,31,819
698,8,2,6,4,4,52150,11,52,5,241,4,9,3,30,22,617
699,8,2,6,6,4,62600,5,52,5,329,2,9,3,29,20,617
700,8,2,6,8,4,72800,11,40,5,503,4,4,3,24,18,617
701,7,4,7,4,3,23945,11,21,4,184,4,6,3,37,25,586
702,2,2,1,6,1,70400,11,30,4,240,4,2,2,38,25,3105
703,10,2,5,4,1,22100,2,65,5,188,4,1,1,30,26,2009
704,9,2,7,4,1,20995,11,66,4,168,4,6,1,31,23,436
705,8,1,6,4,1,34050,11,44,4,208,4,9,3,33,24,617
706,5,4,5,4,3,22800,5,18,3,101,2,6,1,34,28,819
707,9,2,7,3,3,14195,2,82,5,78,4,7,1,43,37,436
708,2,1,5,4,1,47050,5,25,3,220,2,9,1,32,23,3105
709,8,2,6,8,4,70850,5,113,3,415,2,4,1,28,19,617
710,7,4,5,4,4,30065,5,77,4,155,2,10,1,34,27,586
711,11,2,7,4,3,45550,3,134,3,302,4,1,3,30,22,870
712,8,2,6,12,4,215500,7,43,2,621,2,4,2,18,12,617
713,10,2,7,6,2,27960,8,55,4,261,4,6,1,21,15,2009
714,7,2,7,6,1,31575,3,48,2,273,4,1,2,22,16,586
715,3,2,6,4,1,42750,7,11,3,240,2,9,3,33,22,3916
716,7,2,7,4,3,24295,2,6,4,155,4,7,1,40,30,586
717,2,1,6,8,1,74100,11,104,5,450,4,4,3,27,18,3105
718,5,4,5,4,3,16995,1,18,4,101,2,7,1,40,31,819
719,8,2,6,4,1,41500,11,40,5,241,4,9,3,31,24,617
720,3,2,1,6,1,57700,3,130,4,255,4,1,3,30,23,3916
721,7,4,7,4,3,24345,2,6,3,184,4,7,1,35,26,586
722,4,2,7,6,1,34195,11,9,3,292,4,6,2,27,18,1013
723,3,2,6,6,1,58100,3,129,5,355,4,1,3,26,19,3916
724,9,2,7,4,1,20995,11,66,3,168,4,6,1,29,22,436
725,3,2,6,6,1,56900,5,11,3,300,2,9,3,29,20,3916
726,10,2,7,4,3,29960,3,98,5,170,4,1,3,33,26,2009
727,3,3,2,0,4,42400,2,140,5,170,4,7,1,111,137,3916
728,10,2,7,6,4,24950,8,55,5,261,4,6,1,23,16,2009
729,3,2,6,4,4,32950,11,7,3,180,4,9,3,36,24,3916
730,8,2,6,8,4,110800,5,111,5,449,2,9,1,25,17,617
731,11,2,7,4,1,43350,3,134,4,302,4,1,3,28,20,870
732,3,2,6,8,1,135200,11,33,3,540,4,4,2,24,16,3916
733,7,2,7,4,1,24395,3,47,3,184,4,1,3,30,24,586
734,8,1,6,8,4,206000,5,114,1,583,2,3,1,19,13,617
735,11,2,7,4,1,47900,11,105,4,302,4,9,3,31,22,870
736,3,2,6,6,1,63200,2,17,5,300,4,7,2,26,18,3916
737,8,2,6,4,4,38950,3,59,4,241,4,1,3,28,22,617
738,4,2,7,6,1,38590,11,9,4,300,4,6,2,27,18,1013
739,10,2,7,4,3,13540,11,125,4,109,4,6,1,35,26,2009
740,3,2,6,8,1,98700,3,131,3,567,4,1,3,19,14,3916
741,10,2,7,4,3,28730,3,98,4,170,4,1,3,33,26,2009
742,11,2,7,4,3,38150,11,105,3,302,4,9,3,35,24,870
743,2,2,6,6,1,67600,11,29,5,340,4,9,3,31,22,3105
744,10,2,7,4,3,22790,3,98,3,170,4,1,3,33,26,2009
745,8,2,1,4,4,51800,11,52,3,195,4,2,3,42,28,617
746,4,2,7,6,4,35675,11,9,5,300,4,10,2,30,19,1013
747,7,4,5,4,4,29450,5,77,3,167,2,10,1,28,21,586
748,10,2,5,4,3,22300,2,65,4,188,4,1,1,32,28,2009
749,6,1,6,12,1,295000,7,54,2,651,2,3,2,16,11,2774
750,9,2,7,4,3,21595,11,66,3,168,4,6,1,30,23,436
751,2,2,6,6,1,61600,11,29,4,333,4,9,3,30,20,3105
752,2,1,6,4,1,47000,11,101,3,292,4,4,1,31,23,3105
753,7,2,7,4,1,26065,3,47,2,184,4,1,3,30,24,586
754,10,2,7,8,2,42890,3,38,2,317,4,5,2,18,12,2009
755,8,2,6,8,1,141450,11,100,3,577,4,4,2,23,15,617
756,3,2,6,8,1,122200,11,32,4,600,4,4,2,24,15,3916
757,2,1,5,4,1,43150,11,25,5,220,4,9,1,35,26,3105
758,10,4,6,6,4,29990,7,10,4,332,2,8,1,26,18,2009
759,9,2,7,4,2,23895,3,88,4,168,4,1,1,27,22,436
760,2,1,5,4,1,51400,12,27,5,252,4,9,3,28,23,3105
761,2,4,6,4,1,37000,11,26,4,220,4,9,3,32,22,3105
762,3,2,6,8,4,128300,11,33,2,540,4,4,2,25,16,3916
763,3,2,6,6,4,45800,11,7,4,320,4,9,3,33,22,3916
764,2,4,6,10,1,153900,7,95,3,525,2,9,1,19,12,3105
765,11,2,7,6,1,51050,3,134,4,325,4,1,3,23,17,870
766,2,4,6,6,1,55100,11,102,4,333,4,4,3,26,17,3105
767,8,2,6,6,1,59900,12,52,4,302,4,9,3,27,20,617
768,10,4,6,6,4,48100,5,10,4,332,2,8,1,24,17,2009
769,2,2,5,4,1,44800,12,139,4,220,4,9,3,28,21,3105
770,11,2,7,6,3,34500,12,135,2,240,4,1,3,26,18,870
771,5,4,5,4,3,17745,1,18,4,101,2,7,1,40,31,819
772,2,4,6,6,1,48400,11,102,3,333,4,4,3,26,17,3105
773,10,2,7,4,3,24720,11,37,3,182,4,6,3,38,27,2009
774,10,2,7,6,3,32620,3,84,3,260,4,1,3,28,21,2009
775,10,2,7,8,2,37810,8,121,5,390,4,6,2,21,15,2009
776,10,2,7,6,2,32080,9,55,4,261,4,6,1,21,15,2009
777,10,2,7,6,2,43760,3,90,5,284,4,1,2,26,19,2009
778,3,2,6,4,1,41950,12,7,3,241,4,9,3,33,22,3916
779,8,2,6,6,4,62250,5,52,4,329,2,9,3,29,20,617
780,8,2,1,6,1,51790,3,69,2,240,4,1,3,28,20,617
