,manufacturer,transmission,fuel_type,cylinders,wheels,msrp,style,model,year,horsepower,doors,market_category,size,highwaympg,citympg,popularity
1603,10,2,7,4,3,16380,2,126,4,109,4,7,1,40,31,2009
949,10,2,7,6,3,36950,3,84,3,260,4,1,3,28,21,2009
391,11,2,7,5,1,34800,11,105,3,250,4,9,3,29,20,870
1331,3,2,6,4,4,38350,11,7,4,240,4,9,3,34,22,3916
10,10,2,6,6,4,38370,7,10,3,332,2,8,1,26,19,2009
899,10,4,7,6,2,28890,8,55,4,261,4,6,1,21,16,2009
1078,5,2,7,4,1,25235,3,20,5,180,4,1,1,29,21,819
1649,10,2,7,8,2,34760,8,121,2,317,4,5,2,17,12,2009
540,7,2,7,4,3,24895,11,6,3,184,4,10,1,39,28,586
115,7,2,7,4,3,26095,11,6,3,184,4,10,1,39,28,586
678,11,2,7,5,1,37250,12,123,3,250,4,9,3,29,20,870
263,5,4,5,4,3,17495,1,18,3,101,2,7,1,40,31,819
1321,2,1,5,4,1,37700,11,25,4,220,4,9,1,33,24,3105
707,9,2,7,3,3,14195,2,82,5,78,4,7,1,43,37,436
1349,10,2,7,4,3,18790,11,117,5,124,4,6,3,37,29,2009
345,7,2,7,4,3,21140,10,15,2,157,4,6,1,28,22,586
1668,8,2,6,4,1,34400,11,44,5,208,4,9,3,32,23,617
1612,7,2,7,4,3,17050,2,3,1,100,4,7,1,34,28,586
701,7,4,7,4,3,23945,11,21,4,184,4,6,3,37,25,586
1345,2,1,5,4,3,37850,11,26,5,190,4,9,3,37,27,3105
1682,9,2,7,4,3,22495,3,88,4,168,4,1,1,28,23,436
1205,10,2,7,4,3,22900,11,37,4,182,4,6,3,39,27,2009
1385,10,2,7,6,1,38550,3,84,3,260,4,1,3,28,21,2009
1777,7,4,7,4,3,19595,11,6,3,155,4,6,1,41,29,586
784,5,2,7,4,3,25135,3,20,5,180,4,1,1,30,22,819
1631,10,2,6,6,4,39270,7,10,3,332,2,8,1,26,19,2009
1601,10,2,7,4,3,17980,2,126,5,109,4,7,1,39,31,2009
1687,10,2,6,6,4,34870,7,10,3,332,2,8,1,26,19,2009
737,8,2,6,4,4,38950,3,59,4,241,4,1,3,28,22,617
1125,10,2,6,4,1,30020,2,65,3,211,4,1,1,29,25,2009
726,10,2,7,4,3,29960,3,98,5,170,4,1,3,33,26,2009
457,2,1,5,4,1,39400,11,26,5,252,4,9,3,31,24,3105
825,4,2,4,6,3,32995,10,122,2,283,4,5,3,25,17,1013
18,5,4,5,4,3,23095,12,19,3,160,4,6,1,33,25,819
1801,7,2,7,4,1,23210,3,46,5,146,4,1,1,32,27,586
669,8,2,5,4,4,39150,3,59,5,241,4,1,3,28,22,617
195,4,2,7,6,3,37895,10,89,5,287,4,6,3,28,18,1013
1822,3,2,1,4,4,39000,11,7,3,180,4,2,3,45,32,3916
753,7,2,7,4,1,26065,3,47,2,184,4,1,3,30,24,586
211,10,2,7,6,4,25840,8,55,4,261,4,6,1,22,16,2009
1227,10,4,7,4,4,18390,9,55,5,152,4,6,1,23,19,2009
654,10,2,7,4,3,17960,2,126,3,109,4,7,1,40,31,2009
880,8,2,6,6,4,37900,3,62,3,302,4,1,3,25,19,617
516,10,2,7,6,2,27650,8,55,5,261,4,6,1,21,15,2009
741,10,2,7,4,3,28730,3,98,4,170,4,1,3,33,26,2009
1258,10,2,7,4,3,17590,11,125,3,109,4,6,1,40,31,2009
464,9,4,7,4,3,20595,11,66,3,168,4,6,1,31,22,436
1076,4,2,4,6,3,31465,10,122,3,283,4,5,3,25,17,1013
474,3,2,6,4,1,35150,11,7,4,180,4,9,3,35,23,3916
1706,9,2,7,4,1,24995,3,87,4,166,4,1,3,31,25,436
770,11,2,7,6,3,34500,12,135,2,240,4,1,3,26,18,870
127,7,2,7,4,1,29870,3,47,4,184,4,1,3,30,24,586
329,10,2,7,6,2,31520,3,90,4,260,4,1,2,26,19,2009
950,2,1,5,4,3,39750,11,25,4,170,4,9,1,33,23,3105
1074,10,2,7,6,4,23660,3,137,3,261,4,6,3,22,16,2009
1584,11,2,7,4,3,36800,11,105,5,240,4,9,3,36,25,870
1132,7,2,7,4,3,24295,2,6,3,155,4,7,1,40,30,586
1571,9,2,7,4,2,24195,3,88,3,148,4,1,1,30,24,436
1637,7,4,7,4,3,21945,11,21,5,184,4,6,3,34,24,586
502,10,2,7,8,2,34640,9,121,2,317,4,5,2,17,12,2009
244,11,2,7,4,3,35750,12,123,3,240,4,9,3,37,25,870
1195,10,2,7,4,3,18350,11,117,3,130,4,6,3,39,30,2009
216,10,2,7,6,2,31640,3,137,3,261,4,6,3,20,15,2009
1410,10,2,5,6,3,31290,11,78,2,290,4,10,3,26,19,2009
1356,10,2,7,4,1,31310,3,98,5,170,4,1,3,32,25,2009
1107,2,1,5,4,3,34400,11,25,4,170,4,9,1,33,23,3105
1325,7,4,7,4,3,17845,11,6,4,155,4,6,1,41,29,586
1696,2,1,5,4,3,37600,5,25,5,186,2,9,1,34,25,3105
1479,11,2,7,4,3,36050,12,135,3,240,4,1,3,31,24,870
103,9,4,7,3,3,12995,2,82,2,74,4,7,1,42,34,436
1329,10,2,7,6,3,37130,3,84,4,260,4,1,3,28,21,2009
137,7,4,7,4,3,21190,11,21,3,184,4,6,3,37,25,586
450,2,4,6,4,1,38500,11,26,3,220,4,9,3,32,22,3105
1591,9,4,7,4,3,17795,11,66,5,148,4,6,1,33,24,436
1432,7,2,5,4,4,26230,5,77,3,158,2,10,1,28,21,586
1756,10,4,7,6,2,28560,8,55,3,261,4,6,1,21,16,2009
1004,10,4,7,4,4,22180,9,55,4,152,4,6,1,23,19,2009
1215,10,2,7,4,4,20660,9,55,3,152,4,6,1,23,17,2009
472,7,4,7,4,3,18545,2,6,4,155,4,7,1,40,29,586
83,8,2,6,4,3,32850,3,58,5,208,4,1,1,33,24,617
854,2,1,5,4,1,34200,11,25,5,220,4,9,1,35,26,3105
576,10,2,7,6,3,34060,10,94,3,260,4,6,1,27,20,2009
1590,7,4,7,4,3,14720,2,3,1,100,4,7,1,35,29,586
1282,7,2,7,4,3,24945,2,6,5,184,4,7,1,35,26,586
1112,9,2,7,4,2,22695,3,88,3,168,4,1,1,26,23,436
382,10,2,7,8,2,36840,8,121,2,317,4,5,2,17,12,2009
85,7,2,7,4,3,27820,3,47,2,184,4,1,3,32,25,586
420,2,1,1,4,3,36700,11,25,4,150,4,2,1,43,31,3105
1005,2,2,5,4,1,34600,3,91,3,200,4,1,1,28,20,3105
1000,10,2,5,4,1,26940,2,65,5,188,4,1,1,30,26,2009
904,10,2,5,6,3,37870,11,78,5,300,4,8,3,30,21,2009
929,7,2,7,4,3,24815,3,47,2,184,4,1,3,32,25,586
1540,10,2,7,4,3,17930,2,126,3,109,4,7,1,40,31,2009
907,7,2,7,4,3,26495,2,6,4,184,4,7,1,37,27,586
1305,10,2,7,8,4,33990,8,121,2,317,4,5,2,18,13,2009
1736,10,2,7,6,1,31340,3,84,4,260,4,1,3,28,21,2009
1674,9,2,7,4,2,25695,3,88,5,168,4,1,1,27,22,436
327,10,2,7,4,1,24390,3,98,3,170,4,1,3,32,25,2009
938,4,2,7,6,3,30495,10,89,5,287,4,6,3,28,18,1013
1045,10,4,7,4,3,16530,11,117,3,130,4,6,3,36,27,2009
21,7,2,7,4,1,23210,3,46,4,146,4,1,1,32,27,586
835,10,2,7,4,3,17760,12,51,1,122,4,6,1,31,27,2009
66,10,2,7,4,3,15580,11,125,4,109,4,6,1,40,31,2009
697,5,4,5,4,3,20395,5,18,4,101,2,6,1,40,31,819
1709,9,2,7,4,2,22695,3,88,4,168,4,1,1,27,22,436
1370,9,2,7,4,3,18595,2,68,2,148,4,7,1,32,24,436
1811,10,2,7,6,2,28380,8,55,4,261,4,6,1,21,15,2009
125,7,2,5,4,4,29330,5,77,4,155,2,10,1,36,27,586
479,11,2,7,4,3,39450,11,105,4,302,4,9,3,33,23,870
718,5,4,5,4,3,16995,1,18,4,101,2,7,1,40,31,819
71,10,2,7,6,3,33750,10,94,2,260,4,6,1,25,19,2009
598,10,2,7,4,1,26590,3,98,5,170,4,1,3,32,25,2009
1661,10,2,7,6,3,27990,11,37,5,270,4,10,3,32,22,2009
1029,10,2,7,4,3,20150,3,99,2,170,4,1,3,28,23,2009
64,8,2,6,8,1,89950,3,57,3,429,4,1,2,18,13,617
970,3,2,6,6,1,84500,11,24,5,320,4,9,2,28,19,3916
1438,10,1,6,6,1,101770,7,64,4,545,2,8,3,22,16,2009
1759,10,1,5,6,1,111510,7,64,3,545,2,8,3,23,16,2009
228,3,2,6,6,4,84300,11,36,1,350,4,9,2,30,22,3916
1118,2,1,6,8,1,138400,5,95,3,430,2,9,1,23,14,3105
55,2,4,6,8,1,128400,5,95,2,430,2,9,1,20,11,3105
1789,8,2,6,8,1,116600,7,43,2,429,2,9,2,24,15,617
620,8,2,6,8,4,108050,5,111,4,449,2,9,1,24,17,617
808,3,2,6,6,4,84300,11,36,2,350,4,9,2,30,22,3916
959,3,2,6,8,4,88700,7,22,4,445,2,9,3,25,17,3916
348,3,2,6,8,4,89600,11,23,3,445,4,9,2,25,17,3916
437,8,2,6,8,2,115400,3,56,3,382,4,9,3,15,12,617
1369,3,2,6,12,4,141200,11,24,3,535,4,9,2,20,13,3916
634,8,2,6,8,1,98650,11,100,4,449,4,9,2,26,16,617
668,8,2,6,8,2,119900,3,56,4,416,4,9,3,14,13,617
221,10,1,6,6,1,111510,7,64,4,545,2,8,3,22,16,2009
1389,2,1,6,8,1,124900,7,95,3,430,2,9,1,23,14,3105
1688,3,2,6,8,1,97400,11,24,4,445,4,9,2,25,16,3916
1386,3,2,6,8,4,132200,11,33,2,540,4,4,2,25,16,3916
1248,3,2,6,8,1,131300,11,33,2,540,4,4,2,24,16,3916
1780,3,2,6,8,1,99200,5,22,4,445,2,9,3,24,15,3916
730,8,2,6,8,4,110800,5,111,5,449,2,9,1,25,17,617
1523,8,2,6,6,4,84000,5,111,3,329,2,9,1,27,20,617
435,3,2,6,6,1,87800,5,22,4,315,2,9,3,29,20,3916
1188,3,1,6,8,4,113700,7,75,5,560,2,4,3,20,14,3916
488,3,2,6,6,1,86600,5,22,3,315,2,9,3,29,20,3916
686,3,1,6,8,4,113400,7,75,4,552,2,4,3,20,14,3916
762,3,2,6,8,4,128300,11,33,2,540,4,4,2,25,16,3916
413,3,2,6,8,1,92600,11,23,3,445,4,9,2,24,16,3916
1787,8,2,6,8,1,97250,3,69,2,518,4,1,3,17,13,617
78,3,2,6,6,1,88100,5,22,5,315,2,9,3,28,19,3916
616,8,2,6,8,1,124100,3,63,5,577,4,1,2,17,13,617
16,8,2,6,8,1,118160,3,57,2,550,4,1,2,17,13,617
463,2,2,6,8,1,114900,11,108,4,520,4,4,2,25,16,3105
1595,10,1,6,6,1,149990,7,64,4,600,2,4,3,22,16,2009
286,3,1,6,6,4,133205,7,73,4,493,2,4,3,23,16,3916
862,8,2,6,8,4,154600,7,43,2,536,2,4,2,22,15,617
850,3,2,6,6,1,82500,11,23,4,315,4,9,2,29,20,3916
1212,8,2,6,8,1,99600,11,100,5,449,4,9,2,25,16,617
276,8,2,6,8,4,131200,7,34,5,503,2,3,1,22,16,617
1570,8,2,6,8,1,160900,7,100,3,577,2,4,2,23,15,617
1265,2,2,6,8,1,110700,11,97,5,560,4,4,2,25,15,3105
1428,2,1,6,10,1,162900,7,95,5,540,2,9,1,22,14,3105
892,3,2,6,8,1,131300,11,33,3,540,4,4,2,24,16,3916
50,8,2,6,8,1,97400,11,100,3,449,4,9,2,26,16,617
39,3,2,6,8,1,117300,11,32,3,540,4,4,2,24,16,3916
895,2,4,6,10,1,164700,5,95,2,525,2,9,1,19,12,3105
1339,3,2,6,8,4,94900,5,22,3,445,2,9,3,25,17,3916
1761,8,2,6,8,1,119450,3,57,4,550,4,1,2,17,13,617
1281,3,1,6,8,4,94100,11,74,4,560,4,4,2,20,14,3916
